ACJV,Alabama,BASIN,BlueprintCategory,EPA,EducateAware,Florida,Georgia,HUC12,HU_12_NAME,ID,Justification,LandWaterManage,LandWaterProtect,LawPolicy,Livelihood,NBCI,NorthCarolina,PARCA,SUBBASIN,SUBREGION,Shape_Area,Shape_Length,SpeciesManage,TNC,VALUE_0,VALUE_1,VALUE_2,VALUE_3,VALUE_4,Virginia,WorkshopName,pct_Beaches,pct_Estuaries,pct_Forested_Wetlands,pct_Freshwater_Marsh,pct_Maritime_Forest,pct_Pine,pct_Upland_Hardwoods
Priority, ,Apalachicola,Highest Priority, ,Yes,Priority, ,031300110706,Saul Creek,I13,"Important coastal habitat. Opportunity for coastal to inland connectivity to allow for inland migration due to sea level rise.  With land protection, this area can provide a secure corridor between St. Marks National Wildlife Refuge and Apalachicola National Forest, especially as sea level rise may inundate large portions of St. Marks NWR.  Includes Apalachicola/Apalachee Bay area and river system.  Area of economic concern in the inshore/near-shore area in relation to freshwater flow and inputs in to the Bay.  Management and policy issues are critical in this area and adjoining areas to the north, particularly in hydrology management.  River system provides coastal to inland connectivity.  Apalachicola National Forest selected to continue appropriate land/species mgmt - pinelands with Red Cockaded Woodpeckers and associated suite of birds, areas of pitcher plant bogs. Lower Flint, Spring Creek & Suwanee corridors",Yes,Yes,Yes,Yes, , ,Priority,Apalachicola,Apalachicola,257200871.744,89271.0556369,Yes,Priority,7680000.0,38160000.0,40000.0,49480000.0,106720000.0, ,Big Bend Area and ACF Corridor,2.04999995232,52.5900001526,35.6199989319,4.57000017166,0.300000011921,2.91000008583,0.0
Priority, ,Aucilla-Waccasassa,Highest Priority, ,Yes,Priority, ,031101020904,Howard Creek-Rocky Creek Frontal,I14,"Part of the Okefenokee/Osceola/Eglin AFB Complex and Big Bend coastline. This is a large landscape containing longleaf pine, large swamps, and rivers (Suwanee and St. Marys).  Also this area ties the Gulf and Atlantic coasts together. There is a group of stakeholders that have done conservation planning in the Okefenokee/Osceola area and they should be consulted regarding management actions. Important area for coastal to inland migration of communities and species. A key area for management and protection in response to sea level rise and an important area for economy for inshore/near-shore harvest (clams, scallops, oysters). A rich estuarine habitat with a dependency on freshwater flows and inputs. There is connectivity from coastal waters to inland freshwater and many threatened/endangered species. Concentration of working forests and fisheries.",Yes,Yes,Yes,Yes, , , ,Econfina-Steinhatchee,Suwannee,109449365.051,76779.016412,Yes,Priority,39000000.0,41600000.0,0.0,6960000.0,0.0, ,Apalachicola Bay,0.0,22.1599998474,60.4799995422,3.32999992371,0.0,13.6400003433,0.0
Priority, ,Suwannee,High Priority, , , , ,031102050702,Fanning Springs Slough,I15,"This is a large landscape containing longleaf pine, large swamps, and rivers (Suwanee and St. Marys).  Also this area ties the Gulf and Atlantic coasts together. There is a group of stakeholders that have done conservation planning in the Okefenokee/Osceola area and they should be consulted regarding management actions.", , , ,Yes,Priority, , ,Lower Suwannee,Suwannee,78351642.9414,48895.7845917, , ,41400000.0,8440000.0,5320000.0,0.0,0.0, ,Okefenokee/Osceola/Eglin AFB Complex,0.0,0.0,0.980000019073,0.479999989271,0.0,98.5400009155,0.0
Priority, ,Aucilla-Waccasassa,Further Investigation, , ,Priority, ,031101020804,Sand Hill Creek,I16,, , , , , , , ,Econfina-Steinhatchee,Suwannee,49624822.0156,40345.2699659, ,Priority,49560000.0,0.0,0.0,40000.0,0.0, ,,0.0,0.0,73.9899978638,6.82000017166,0.0,19.1900005341,0.0
Priority, ,Aucilla-Waccasassa,Further Investigation, , ,Priority, ,031101010201,Sawgrass Springs,I17,, , , , ,Priority, , ,Waccasassa,Suwannee,154569742.977,81125.4407334, ,Priority,360000.0,200000.0,0.0,0.0,0.0, ,,0.0,0.0,18.1299991608,16.7000007629,0.0,65.1699981689,0.0
 , ,Apalachicola,Highest Priority, ,Yes,Priority, ,031300110703,Searcy Creek,I18,"This area extends from the ACF main stem into some of the tributary areas. Strong protection in FL, although this water body has big water issues. Area south of Ft. Benning Flint/Chattahoochee hydrology flow protection ravines and bluff forests.",Yes,Yes,Yes,Yes, , , ,Apalachicola,Apalachicola,85066765.0703,69380.1365093,Yes,Priority,39200000.0,29960000.0,0.0,7440000.0,80000.0, ,ACF Basin South West Extension,0.0,7.71000003815,80.0199966431,2.1099998951,0.0,9.81000041962,0.0
Priority, ,Apalachicola,Highest Priority, ,Yes,Priority, ,031300110705,Lake Wimico,I19,"This area extends from the ACF main stem into some of the tributary areas. Strong protection in FL, although this water body has big water issues. Area south of Ft. Benning Flint/Chattahoochee hydrology flow protection ravines and bluff forests.",Yes,Yes,Yes,Yes, , ,Priority,Apalachicola,Apalachicola,115816544.375,88118.8132678,Yes,Priority,28600000.0,18600000.0,0.0,41520000.0,26880000.0, ,ACF Basin South West Extension,0.0,1.85000002384,79.3199996948,4.17999982834,0.0,14.5200004578,0.0
Priority, ,Apalachicola,Highest Priority, ,Yes,Priority, ,031300110804,East River-Apalachicola River Frontal,I20,"Part of the ACF basin main stem, Apalachicola, Chattahoochee, and Flint River. The policies and approach to water within this area may set precedence for other areas with similar issues across the Southeast.Concentration of private and working lands including Tall Timbers Land Conservancy, which has protected many easements within this area.Opportunity for coastal to inland connectivity to allow for inland migration due to sea level rise.  With land protection, this area can provide a secure corridor between St. Marks National Wildlife Refuge and Apalachicola National Forest, especially as sea level rise may inundate large portions of St. Marks NWR.  Includes Apalachicola/Apalachee Bay area and river system.  Area of economic concern in the inshore/near-shore area in relation to freshwater flow and inputs in to the Bay.  Management and policy issues are critical in this area and adjoining areas to the north, particularly in hydrology management.  River system provides coastal to inland connectivity.  Apalachicola National Forest selected to continue appropriate land/species mgmt - pinelands with Red Cockaded Woodpeckers and associated suite of birds, areas of pitcher plant bogs.",Yes,Yes,Yes,Yes, , ,Priority,Apalachicola,Apalachicola,485263733.766,123293.494127,Yes,Priority,26000000.0,15400000.0,3720000.0,52160000.0,278040000.0, ,Apalachicola Region,1.65999996662,70.7600021362,23.4200000763,0.670000016689,0.119999997318,2.24000000954,0.0
Priority, ,Apalachicola,Highest Priority, ,Yes,Priority, ,031300130504,Blounts Bay Frontal,I21,"Important coastal habitat. Opportunity for coastal to inland connectivity to allow for inland migration due to sea level rise.  With land protection, this area can provide a secure corridor between St. Marks National Wildlife Refuge and Apalachicola National Forest, especially as sea level rise may inundate large portions of St. Marks NWR.  Includes Apalachicola/Apalachee Bay area and river system.  Area of economic concern in the inshore/near-shore area in relation to freshwater flow and inputs in to the Bay.  Management and policy issues are critical in this area and adjoining areas to the north, particularly in hydrology management.  River system provides coastal to inland connectivity.  Apalachicola National Forest selected to continue appropriate land/species mgmt - pinelands with Red Cockaded Woodpeckers and associated suite of birds, areas of pitcher plant bogs. A rich estuarine habitat with a dependency on freshwater flows and inputs. There is connectivity from coastal waters to inland freshwater and many threatened/endangered species. Concentration of working forests and fisheries.",Yes,Yes,Yes,Yes, , ,Priority,New,Apalachicola,160832069.656,84513.3710706,Yes,Priority,9240000.0,18320000.0,1280000.0,31080000.0,91400000.0, ,Big Bend Area and Apalachicola Region,0.660000026226,39.8100013733,57.0600013733,0.980000019073,0.0,1.24000000954,0.0
Priority, ,Aucilla-Waccasassa,High Priority, , ,Priority, ,031101020902,California Creek,I22,"This is a large landscape containing longleaf pine, large swamps, and rivers (Suwanee and St. Marys).  Also this area ties the Gulf and Atlantic coasts together. There is a group of stakeholders that have done conservation planning in the Okefenokee/Osceola area and they should be consulted regarding management actions.", , , ,Yes, , , ,Econfina-Steinhatchee,Suwannee,163060187.91,78782.5771912, ,Priority,163120000.0,0.0,0.0,0.0,0.0, ,Okefenokee/Osceola/Eglin AFB Complex,0.0,0.0,41.2900009155,7.63999986649,0.0,51.0600013733,0.0
Priority, ,Suwannee,High Priority, , ,Priority, ,031102050701,Bell Springs,I23,"This is a large landscape containing longleaf pine, large swamps, and rivers (Suwanee and St. Marys).  Also this area ties the Gulf and Atlantic coasts together. There is a group of stakeholders that have done conservation planning in the Okefenokee/Osceola area and they should be consulted regarding management actions.",Yes,Yes, ,Yes,Priority, ,Priority,Lower Suwannee,Suwannee,173283511.793,82572.3231564,Yes,Priority,129880000.0,42520000.0,0.0,0.0,400000.0, ,Suwannee River Corridor,0.0,0.0,6.48999977112,3.78999996185,0.0,89.7200012207,0.0
Priority, ,Aucilla-Waccasassa,Highest Priority, ,Yes,Priority, ,031101020805,Steinhatchee River-Pine Log Creek Frontal,I24,"Important coastal habitat. Important area for coastal to inland migration of communities and species. A key area for management and protection in response to sea level rise and an important area for economy for inshore/near-shore harvest (clams, scallops, oysters). A rich estuarine habitat with a dependency on freshwater flows and inputs. There is connectivity from coastal waters to inland freshwater and many threatened/endangered species. Concentration of working forests and fisheries.",Yes,Yes,Yes,Yes, , , ,Econfina-Steinhatchee,Suwannee,88027825.2422,66103.0805799,Yes,Priority,60840000.0,13440000.0,0.0,2800000.0,200000.0, ,Big Bend Coastline and Apalachicola Bay,0.0,16.7900009155,47.5,4.82999992371,0.0,30.8799991608,0.0
 , ,Apalachicola,Highest Priority, ,Yes,Priority, ,031300110702,Indian Bayou,I25,"This area extends from the ACF main stem into some of the tributary areas. Strong protection in FL, although this water body has big water issues. Area south of Ft. Benning Flint/Chattahoochee hydrology flow protection ravines and bluff forests.",Yes,Yes,Yes,Yes, , ,Priority,Apalachicola,Apalachicola,63121204.877,36041.0142183,Yes,Priority,19480000.0,11480000.0,0.0,28920000.0,3280000.0, ,ACF Basin South West Extension,0.0,0.0,97.4899978638,1.02999997139,0.0,1.48000001907,0.0
Priority, ,Aucilla-Waccasassa,High Priority, , ,Priority, ,031101020901,Fishbone Creek-California Creek,I26,"This is a large landscape containing longleaf pine, large swamps, and rivers (Suwanee and St. Marys).  Also this area ties the Gulf and Atlantic coasts together. There is a group of stakeholders that have done conservation planning in the Okefenokee/Osceola area and they should be consulted regarding management actions.", , , ,Yes, , , ,Econfina-Steinhatchee,Suwannee,134121991.797,78738.4575269, ,Priority,133680000.0,280000.0,0.0,160000.0,0.0, ,Okefenokee/Osceola/Eglin AFB Complex,0.0,0.0,61.4000015259,7.92999982834,0.0,30.6599998474,0.0
Priority, ,Aucilla-Waccasassa,Highest Priority, ,Yes,Priority, ,031101020506,Dallus Creek-Bivens Creek Frontal,I27,"Part of the Big Bend Area. Important coastal habitat. Important area for coastal to inland migration of communities and species. A key area for management and protection in response to sea level rise and an important area for economy for inshore/near-shore harvest (clams, scallops, oysters). A rich estuarine habitat with a dependency on freshwater flows and inputs. There is connectivity from coastal waters to inland freshwater and many threatened/endangered species. Concentration of working forests and fisheries.",Yes,Yes,Yes,Yes, , , ,Econfina-Steinhatchee,Suwannee,132262939.793,54400.3136959,Yes,Priority,6160000.0,28920000.0,0.0,35160000.0,2440000.0, ,Apalachicola Bay,0.0,41.1500015259,30.9200000763,1.32000005245,0.0,15.1599998474,0.0
Priority, ,Apalachicola,Highest Priority, ,Yes,Priority, ,031300130305,Carabelle River,I28,"Important coastal habitat. Opportunity for coastal to inland connectivity to allow for inland migration due to sea level rise.  With land protection, this area can provide a secure corridor between St. Marks National Wildlife Refuge and Apalachicola National Forest, especially as sea level rise may inundate large portions of St. Marks NWR.  Includes Apalachicola/Apalachee Bay area and river system.  Area of economic concern in the inshore/near-shore area in relation to freshwater flow and inputs in to the Bay.  Management and policy issues are critical in this area and adjoining areas to the north, particularly in hydrology management.  River system provides coastal to inland connectivity.  Apalachicola National Forest selected to continue appropriate land/species mgmt - pinelands with Red Cockaded Woodpeckers and associated suite of birds, areas of pitcher plant bogs. A rich estuarine habitat with a dependency on freshwater flows and inputs. There is connectivity from coastal waters to inland freshwater and many threatened/endangered species. Concentration of working forests and fisheries.",Yes,Yes,Yes,Yes, , ,Priority,New,Apalachicola,227234189.105,75453.1042498,Yes,Priority,20120000.0,7920000.0,2120000.0,53600000.0,87400000.0, ,Big Bend Area and Apalachicola Region,2.1400001049,51.0299987793,43.7799987793,0.860000014305,0.0,1.62000000477,0.0
Priority, ,Suwannee,High Priority, , ,Priority, ,031102050604,North Old Town Hammock,I29,"This is a large landscape containing longleaf pine, large swamps, and rivers (Suwanee and St. Marys).  Also this area ties the Gulf and Atlantic coasts together. There is a group of stakeholders that have done conservation planning in the Okefenokee/Osceola area and they should be consulted regarding management actions.", , , ,Yes, , ,Priority,Lower Suwannee,Suwannee,148936719.449,122670.145812, ,Priority,101840000.0,43920000.0,0.0,0.0,0.0, ,Okefenokee/Osceola/Eglin AFB Complex,0.0,0.0,22.9799995422,5.19000005722,0.0,71.8300018311,0.0
 , ,Florida Panhandle Coastal,Further Investigation, , ,Priority, ,031401010704,Harrison Swamp-Intercoastal Waterway Frontal,I30,, , , , , , , ,St. Andrew-St. Joseph Bays,Choctawhatchee-Escambia,377680033.248,102491.20782, ,Priority,,,,,, ,,2.42000007629,47.5800018311,44.0299987793,1.44000005722,0.0,4.42000007629,0.0
Priority, ,Apalachicola,High Priority, ,Yes,Priority, ,031300130402,Lower Crooked River,I31,"Part of the Big Bend area, this is an important coastal habitat. Opportunity for coastal to inland connectivity to allow for inland migration due to sea level rise.  With land protection, this area can provide a secure corridor between St. Marks National Wildlife Refuge and Apalachicola National Forest, especially as sea level rise may inundate large portions of St. Marks NWR.  Includes Apalachicola/Apalachee Bay area and river system.  Area of economic concern in the inshore/near-shore area in relation to freshwater flow and inputs in to the Bay.  Management and policy issues are critical in this area and adjoining areas to the north, particularly in hydrology management.  River system provides coastal to inland connectivity.  Apalachicola National Forest selected to continue appropriate land/species mgmt - pinelands with Red Cockaded Woodpeckers and associated suite of birds, areas of pitcher plant bogs.",Yes,Yes,Yes,Yes, , ,Priority,New,Apalachicola,52657031.8164,42850.188302,Yes,Priority,16760000.0,10160000.0,0.0,21560000.0,3680000.0, ,Apalachicola Region,0.0,8.38000011444,77.9800033569,7.26000022888,0.0,6.38999986649,0.0
Priority, ,Apalachicola,Highest Priority, ,Yes,Priority, ,031300130503,Tates Hell Swamp-Cash Creek,I32,"Important coastal habitat. Opportunity for coastal to inland connectivity to allow for inland migration due to sea level rise.  With land protection, this area can provide a secure corridor between St. Marks National Wildlife Refuge and Apalachicola National Forest, especially as sea level rise may inundate large portions of St. Marks NWR.  Includes Apalachicola/Apalachee Bay area and river system.  Area of economic concern in the inshore/near-shore area in relation to freshwater flow and inputs in to the Bay.  Management and policy issues are critical in this area and adjoining areas to the north, particularly in hydrology management.  River system provides coastal to inland connectivity.  Apalachicola National Forest selected to continue appropriate land/species mgmt - pinelands with Red Cockaded Woodpeckers and associated suite of birds, areas of pitcher plant bogs. A rich estuarine habitat with a dependency on freshwater flows and inputs. There is connectivity from coastal waters to inland freshwater and many threatened/endangered species. Concentration of working forests and fisheries.",Yes,Yes,Yes,Yes, , ,Priority,New,Apalachicola,296216354.984,104482.848146,Yes,Priority,11640000.0,6040000.0,2000000.0,45520000.0,126040000.0, ,Big Bend Area and Apalachicola Region,3.44000005722,66.8799972534,27.8500003815,0.370000004768,0.0,0.910000026226,0.0
Priority, ,Apalachicola,Highest Priority, ,Yes,Priority, ,031300130502,Whiskey George Creek,I33,"Important coastal habitat. Opportunity for coastal to inland connectivity to allow for inland migration due to sea level rise.  With land protection, this area can provide a secure corridor between St. Marks National Wildlife Refuge and Apalachicola National Forest, especially as sea level rise may inundate large portions of St. Marks NWR.  Includes Apalachicola/Apalachee Bay area and river system.  Area of economic concern in the inshore/near-shore area in relation to freshwater flow and inputs in to the Bay.  Management and policy issues are critical in this area and adjoining areas to the north, particularly in hydrology management.  River system provides coastal to inland connectivity.  Apalachicola National Forest selected to continue appropriate land/species mgmt - pinelands with Red Cockaded Woodpeckers and associated suite of birds, areas of pitcher plant bogs. Important for connecting existing conservation lands to increase habitat resiliency by linking coastal to inland migration routes for improved species management. Vital to proactively address sea level rise.",Yes,Yes,Yes,Yes, , ,Priority,New,Apalachicola,74208402.7617,41157.9460399,Yes,Priority,280000.0,10520000.0,0.0,40000.0,63440000.0, ,Apalachicola National Forest,0.0,0.0,98.7600021362,1.24000000954,0.0,0.0,0.0
Priority, ,Aucilla-Waccasassa,High Priority, ,Yes,Priority, ,031101020802,Hines Slough,I34,Important coastal habitat.,Yes,Yes,Yes,Yes, , , ,Econfina-Steinhatchee,Suwannee,79734807.4609,67438.002595,Yes,Priority,39080000.0,40840000.0,0.0,0.0,0.0, ,Big Bend Area,0.0,0.0,65.7699966431,3.30999994278,0.0,30.9200000763,0.0
Priority, ,Aucilla-Waccasassa,High Priority, ,Yes,Priority, ,031101020803,Pumpkin Swamp,I35,Important coastal habitat.,Yes,Yes,Yes,Yes, , , ,Econfina-Steinhatchee,Suwannee,120853415.957,62577.983196,Yes, ,105360000.0,15320000.0,0.0,0.0,0.0, ,Big Bend Area,0.0,0.0,73.5699996948,4.32999992371,0.0,22.0900001526,0.0
Priority, ,Suwannee,High Priority, , ,Priority, ,031102050603,Sun Springs,I36,"This is a large landscape containing longleaf pine, large swamps, and rivers (Suwanee and St. Marys).  Also this area ties the Gulf and Atlantic coasts together. There is a group of stakeholders that have done conservation planning in the Okefenokee/Osceola area and they should be consulted regarding management actions.",Yes,Yes, ,Yes, , ,Priority,Lower Suwannee,Suwannee,173362074.918,79429.1399833,Yes,Priority,79160000.0,62960000.0,31520000.0,0.0,0.0, ,Suwannee River Corridor,0.0,0.0,16.5699996948,1.62000000477,0.0,81.8199996948,0.0
 , ,Apalachicola,Highest Priority, ,Yes,Priority, ,031300110701,Cypress Creek-Indian Bayou,I37,"This area extends from the ACF main stem into some of the tributary areas. Strong protection in FL, although this water body has big water issues. Area south of Ft. Benning Flint/Chattahoochee hydrology flow protection ravines and bluff forests.",Yes,Yes,Yes,Yes, , ,Priority,Apalachicola,Apalachicola,110444256.598,58454.9216563,Yes,Priority,71400000.0,28080000.0,0.0,10560000.0,0.0, ,ACF Basin South West Extension,0.0,0.0,91.5100021362,1.08000004292,0.0,7.40999984741,0.0
