HUC12,STP,PLO,FED,TNC,UNK,PNP,LOC,PFP,TRB
031300051305,0.0,2560000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030602030204,0.0,0.0,0.0,280000.0,0.0,0.0,0.0,0.0,0.0
030602030106,0.0,160000.0,0.0,0.0,360000.0,0.0,0.0,0.0,0.0
030502080606,3520000.0,1280000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031300021204,440000.0,1600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030701020905,2920000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030602020601,0.0,18600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030701040101,6360000.0,0.0,7360000.0,0.0,1120000.0,0.0,40000.0,0.0,0.0
031300021101,5160000.0,34560000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031300021008,3840000.0,640000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031501100302,0.0,0.0,1800000.0,0.0,0.0,0.0,0.0,0.0,0.0
031300051101,17320000.0,760000.0,0.0,0.0,5760000.0,0.0,0.0,0.0,0.0
031300020908,2600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031300050801,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031300021203,9600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031300050805,9840000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030701031506,720000.0,0.0,280000.0,0.0,0.0,0.0,40000.0,0.0,0.0
031300021202,3960000.0,1200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031300051206,0.0,1320000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030701040104,16640000.0,0.0,0.0,0.0,560000.0,0.0,0.0,0.0,0.0
031300050804,0.0,0.0,0.0,0.0,40000.0,0.0,0.0,0.0,0.0
031300051005,0.0,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030701020804,5200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030502080607,4360000.0,0.0,8200000.0,0.0,0.0,0.0,0.0,0.0,0.0
030502080608,4440000.0,0.0,17240000.0,0.0,0.0,0.0,0.0,0.0,0.0
030502100102,20600000.0,13680000.0,80000.0,0.0,0.0,0.0,0.0,0.0,0.0
030602030203,120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030701040103,8720000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030701070206,4560000.0,0.0,360000.0,1040000.0,0.0,0.0,0.0,0.0,0.0
030701031505,0.0,2280000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030502080503,0.0,6000000.0,13320000.0,0.0,0.0,0.0,0.0,0.0,0.0
031300021007,360000.0,1480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030601090302,0.0,9760000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030502080501,0.0,0.0,1960000.0,0.0,0.0,0.0,0.0,0.0,0.0
030701070302,0.0,4480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030602020307,8000000.0,3200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031300050704,1080000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030602030401,0.0,0.0,0.0,0.0,160000.0,0.0,0.0,0.0,0.0
031300020903,0.0,0.0,2160000.0,0.0,0.0,0.0,0.0,0.0,0.0
030602030202,5680000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030502100103,0.0,0.0,280000.0,0.0,0.0,0.0,0.0,0.0,0.0
031300050908,1840000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030502100101,11280000.0,0.0,2840000.0,0.0,0.0,0.0,0.0,0.0,0.0
031300021004,3600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030701020705,5480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031300020808,0.0,0.0,6280000.0,0.0,0.0,0.0,0.0,0.0,0.0
030601100102,0.0,160000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031300050705,11640000.0,0.0,0.0,0.0,440000.0,0.0,0.0,0.0,0.0
031300021005,0.0,2800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031300021003,7680000.0,1080000.0,0.0,0.0,4400000.0,0.0,0.0,0.0,0.0
030502080502,0.0,0.0,15400000.0,0.0,0.0,0.0,0.0,0.0,0.0
031300050702,9400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031300051201,0.0,0.0,0.0,0.0,760000.0,0.0,0.0,0.0,0.0
031501090404,0.0,0.0,0.0,0.0,0.0,960000.0,0.0,0.0,0.0
031300050701,1120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030701070205,6080000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030602020306,0.0,640000.0,0.0,0.0,160000.0,0.0,0.0,0.0,0.0
030602030201,1040000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030502071106,0.0,0.0,480000.0,0.0,0.0,0.0,0.0,0.0,0.0
030502071103,0.0,2000000.0,7600000.0,0.0,0.0,0.0,0.0,720000.0,0.0
030601090304,0.0,0.0,0.0,0.0,40000.0,0.0,0.0,0.0,0.0
030502080605,0.0,0.0,3120000.0,0.0,0.0,0.0,0.0,0.0,0.0
030701070105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,0.0
030701031605,1920000.0,0.0,27960000.0,0.0,0.0,0.0,80000.0,0.0,0.0
030602020305,0.0,0.0,0.0,0.0,240000.0,0.0,0.0,0.0,0.0
030602020205,800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030502080603,0.0,0.0,1280000.0,0.0,0.0,0.0,0.0,0.0,0.0
030701070204,0.0,1280000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031300021001,0.0,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030502071104,7760000.0,0.0,15120000.0,0.0,0.0,0.0,0.0,0.0,0.0
031300050604,0.0,0.0,0.0,0.0,40000.0,0.0,0.0,0.0,0.0
030701020803,10320000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030701070104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,920000.0,0.0
030701020801,3960000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030502071102,360000.0,0.0,8320000.0,0.0,0.0,0.0,0.0,0.0,0.0
031300020805,0.0,0.0,8240000.0,0.0,0.0,0.0,0.0,0.0,0.0
030701020601,120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030701031406,2320000.0,1320000.0,2440000.0,0.0,0.0,0.0,760000.0,0.0,0.0
030602020302,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031300050404,0.0,0.0,0.0,0.0,1920000.0,0.0,0.0,0.0,0.0
030601090305,37200000.0,7400000.0,5800000.0,0.0,0.0,0.0,0.0,0.0,0.0
030701070102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1320000.0,0.0
030701031602,1240000.0,3000000.0,720000.0,0.0,0.0,0.0,80000.0,0.0,0.0
030502060309,40000.0,0.0,320000.0,0.0,0.0,0.0,0.0,80000.0,0.0
030701070103,0.0,0.0,0.0,0.0,280000.0,0.0,0.0,0.0,0.0
030602010702,0.0,920000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030502080407,0.0,10880000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031300020806,0.0,1240000.0,3040000.0,0.0,0.0,0.0,0.0,0.0,0.0
031300050503,0.0,2960000.0,0.0,0.0,360000.0,0.0,0.0,0.0,0.0
030602010509,0.0,3560000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030502060406,1520000.0,80000.0,0.0,0.0,0.0,0.0,0.0,440000.0,0.0
030602020107,0.0,2400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030602020101,0.0,10520000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030502080602,0.0,7320000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030701031604,0.0,1160000.0,1640000.0,0.0,0.0,0.0,0.0,0.0,0.0
030602020203,0.0,0.0,0.0,0.0,560000.0,0.0,0.0,0.0,0.0
031300050904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520000.0,0.0
031300020707,2880000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030502060307,0.0,3360000.0,23600000.0,200000.0,0.0,0.0,0.0,2120000.0,0.0
030602010703,0.0,600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031300020804,0.0,0.0,280000.0,0.0,0.0,0.0,0.0,0.0,0.0
030502071101,12240000.0,400000.0,19720000.0,0.0,0.0,0.0,0.0,0.0,0.0
030701020208,0.0,80000.0,0.0,0.0,120000.0,0.0,0.0,4440000.0,0.0
030701031306,240000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030701031601,0.0,6240000.0,8080000.0,0.0,0.0,0.0,0.0,0.0,0.0
030701020207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5880000.0,0.0
031300050505,0.0,8680000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030701020202,520000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031300050403,7800000.0,0.0,0.0,0.0,1440000.0,0.0,0.0,0.0,0.0
030602010709,0.0,0.0,0.0,0.0,200000.0,0.0,0.0,0.0,0.0
031300020608,19680000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031501090403,0.0,0.0,0.0,0.0,0.0,1280000.0,0.0,0.0,0.0
030601090105,15320000.0,19320000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030602010707,0.0,2120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030701020203,3720000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031300050502,0.0,520000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030502071003,32120000.0,7400000.0,69560000.0,0.0,0.0,0.0,0.0,0.0,0.0
030701031307,35800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030502060308,20240000.0,9880000.0,62120000.0,0.0,0.0,0.0,0.0,4680000.0,0.0
030602010710,6400000.0,2200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031300020801,0.0,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030502080601,0.0,5040000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030701031603,0.0,0.0,200000.0,0.0,0.0,0.0,0.0,520000.0,0.0
030502070706,9040000.0,0.0,23160000.0,0.0,0.0,0.0,0.0,0.0,0.0
031300020703,0.0,3280000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030601090102,0.0,7320000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030502070704,0.0,32440000.0,15720000.0,0.0,0.0,0.0,0.0,0.0,0.0
030701031203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280000.0,0.0
030602010701,0.0,4520000.0,0.0,0.0,0.0,0.0,0.0,600000.0,0.0
031300050501,0.0,120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031300020606,8880000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030502070705,29600000.0,0.0,23080000.0,0.0,0.0,0.0,0.0,0.0,0.0
030602010708,0.0,0.0,0.0,0.0,440000.0,0.0,0.0,0.0,0.0
030701020104,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031300050402,0.0,2120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031300050401,640000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030602010504,0.0,0.0,0.0,0.0,40000.0,0.0,0.0,0.0,0.0
031300020702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320000.0,0.0
030502060405,1600000.0,5240000.0,15640000.0,0.0,0.0,0.0,0.0,9760000.0,0.0
030602010408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240000.0,0.0
030602010505,0.0,0.0,0.0,0.0,160000.0,0.0,0.0,0.0,0.0
030701031305,120000.0,0.0,64760000.0,0.0,0.0,0.0,0.0,0.0,0.0
030502080101,0.0,640000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030602010705,0.0,680000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030601090201,1120000.0,54840000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030502080404,0.0,320000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030701031301,7640000.0,1920000.0,8560000.0,0.0,0.0,0.0,0.0,0.0,0.0
030602010407,0.0,440000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030701011703,1720000.0,1320000.0,1320000.0,0.0,0.0,0.0,0.0,0.0,0.0
030701020105,4840000.0,0.0,0.0,0.0,0.0,0.0,120000.0,0.0,0.0
031300020601,9200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030602010610,4200000.0,120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030602010606,9640000.0,0.0,0.0,0.0,120000.0,0.0,0.0,0.0,0.0
031300050306,6960000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030701020206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2280000.0,0.0
030502080102,1360000.0,720000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030502060306,1440000.0,14520000.0,7600000.0,0.0,0.0,0.0,0.0,0.0,0.0
030601080403,1400000.0,0.0,0.0,0.0,320000.0,0.0,0.0,0.0,0.0
030601080503,12760000.0,7920000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030502070702,0.0,19960000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031300020605,1560000.0,40000.0,0.0,440000.0,0.0,0.0,0.0,0.0,0.0
030701020103,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,0.0,0.0
030502060401,0.0,520000.0,2960000.0,0.0,0.0,0.0,0.0,0.0,0.0
030502070703,0.0,12480000.0,2760000.0,0.0,0.0,0.0,0.0,0.0,0.0
030502020205,0.0,440000.0,0.0,400000.0,0.0,0.0,0.0,0.0,0.0
031300050901,0.0,0.0,0.0,0.0,0.0,0.0,160000.0,0.0,0.0
030502060402,0.0,760000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030701031105,600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030502080403,0.0,1600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030502080203,0.0,38400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030602010608,640000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030701020101,0.0,0.0,0.0,0.0,160000.0,0.0,0.0,0.0,0.0
030601060904,0.0,21080000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030601080402,600000.0,7600000.0,0.0,0.0,120000.0,0.0,0.0,0.0,0.0
030502071002,1560000.0,12200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030502070605,0.0,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031300020501,0.0,560000.0,0.0,0.0,0.0,0.0,40000.0,0.0,0.0
031300020505,3240000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030502060305,0.0,9480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030502080402,0.0,880000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030701020205,0.0,0.0,0.0,0.0,120000.0,0.0,0.0,0.0,0.0
030502071001,0.0,3240000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030502020201,2520000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030601080401,1600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030701011706,3880000.0,3840000.0,480000.0,0.0,0.0,0.0,0.0,0.0,0.0
030602010604,440000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030701020304,0.0,840000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031501080505,0.0,0.0,640000.0,0.0,0.0,0.0,0.0,0.0,0.0
030701031303,0.0,0.0,58440000.0,0.0,0.0,0.0,0.0,0.0,0.0
030701011702,0.0,0.0,39000000.0,0.0,0.0,0.0,0.0,0.0,0.0
030701031005,0.0,0.0,280000.0,0.0,0.0,0.0,0.0,0.0,0.0
030701031104,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,0.0,0.0
030502010708,0.0,0.0,40000.0,0.0,0.0,0.0,0.0,0.0,0.0
030701011704,1680000.0,0.0,44200000.0,0.0,0.0,0.0,0.0,0.0,0.0
030602010311,1840000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030602010607,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030502080204,520000.0,10280000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031300020503,0.0,0.0,0.0,0.0,0.0,0.0,1160000.0,0.0,0.0
030701031304,0.0,0.0,35280000.0,0.0,0.0,0.0,0.0,0.0,0.0
030502070701,120000.0,1760000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030701031302,0.0,0.0,34040000.0,0.0,0.0,0.0,0.0,0.0,0.0
031300050206,0.0,0.0,0.0,0.0,0.0,0.0,160000.0,0.0,0.0
030701031004,2160000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030701031006,0.0,0.0,32400000.0,0.0,0.0,0.0,0.0,840000.0,0.0
030701020401,0.0,320000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030502070804,0.0,2480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031300020407,120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030701011707,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031300050107,0.0,0.0,0.0,0.0,0.0,0.0,560000.0,0.0,0.0
030701031106,3840000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030701011705,0.0,0.0,2080000.0,0.0,0.0,0.0,0.0,0.0,0.0
030601060903,0.0,3880000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030602010602,21360000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030502070508,0.0,5080000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031300020502,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,0.0,0.0
030502070202,0.0,1960000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030701011701,0.0,0.0,2640000.0,0.0,0.0,0.0,0.0,0.0,0.0
031300020408,5680000.0,0.0,0.0,0.0,160000.0,0.0,0.0,0.0,0.0
031300050302,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,0.0,0.0
030601060902,0.0,6080000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030701031001,0.0,0.0,280000.0,0.0,0.0,0.0,0.0,0.0,0.0
031501080503,1840000.0,0.0,62840000.0,0.0,0.0,0.0,0.0,0.0,0.0
030701031102,0.0,600000.0,0.0,0.0,0.0,0.0,640000.0,0.0,0.0
030701011606,0.0,0.0,720000.0,0.0,0.0,0.0,0.0,0.0,0.0
030502080202,0.0,8680000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030502070902,0.0,1760000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031300050106,0.0,0.0,0.0,0.0,440000.0,0.0,280000.0,0.0,0.0
031300020403,0.0,0.0,0.0,0.0,0.0,0.0,240000.0,0.0,0.0
030701031003,0.0,0.0,33680000.0,0.0,0.0,0.0,0.0,0.0,0.0
030502070801,0.0,1360000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030502070203,0.0,1680000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030502070606,0.0,120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030502010605,800000.0,0.0,600000.0,0.0,0.0,0.0,0.0,0.0,0.0
030601080304,5040000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031300020405,0.0,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030602010202,3320000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030601060705,0.0,0.0,6960000.0,0.0,0.0,0.0,0.0,0.0,0.0
030701031101,600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031300050205,0.0,0.0,0.0,0.0,760000.0,0.0,40000.0,0.0,0.0
030502020105,0.0,36520000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030601080303,280000.0,3680000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030701011503,2600000.0,0.0,920000.0,0.0,0.0,0.0,0.0,0.0,0.0
030502070201,0.0,3400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030502010707,80000.0,0.0,2400000.0,0.0,0.0,0.0,0.0,80000.0,0.0
031300020401,8880000.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0
030701011607,40000.0,0.0,56960000.0,0.0,0.0,0.0,0.0,0.0,0.0
030701030901,0.0,0.0,0.0,0.0,0.0,0.0,80000.0,0.0,0.0
030601080302,0.0,0.0,0.0,0.0,160000.0,0.0,0.0,0.0,0.0
030701011801,240000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030701011501,6240000.0,0.0,25840000.0,0.0,0.0,0.0,0.0,0.0,0.0
030701031002,0.0,0.0,160000.0,0.0,0.0,0.0,0.0,0.0,0.0
030502010604,0.0,4600000.0,9160000.0,0.0,0.0,0.0,0.0,0.0,0.0
030701011605,0.0,0.0,1880000.0,0.0,0.0,0.0,0.0,0.0,0.0
031300050203,0.0,0.0,0.0,0.0,2400000.0,0.0,1560000.0,0.0,0.0
030502010602,120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030502070903,0.0,360000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030601060704,0.0,0.0,2360000.0,0.0,0.0,0.0,0.0,0.0,0.0
031501080704,0.0,2760000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031501080504,0.0,0.0,24480000.0,0.0,0.0,0.0,0.0,0.0,0.0
030502070506,0.0,0.0,0.0,280000.0,0.0,0.0,0.0,0.0,0.0
031300050104,0.0,0.0,0.0,0.0,40000.0,0.0,320000.0,0.0,0.0
030502070803,0.0,720000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031300020404,0.0,0.0,0.0,0.0,0.0,0.0,360000.0,0.0,0.0
030502090206,120000.0,0.0,640000.0,0.0,0.0,0.0,0.0,0.0,0.0
030701030302,0.0,0.0,0.0,0.0,0.0,0.0,1160000.0,0.0,0.0
031300020402,0.0,0.0,0.0,0.0,0.0,400000.0,0.0,0.0,0.0
030502070110,0.0,1080000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030502010402,0.0,0.0,1200000.0,0.0,0.0,0.0,0.0,0.0,0.0
030701030804,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030701011408,9520000.0,0.0,3200000.0,0.0,0.0,0.0,0.0,0.0,0.0
031501090207,0.0,0.0,8120000.0,0.0,0.0,0.0,0.0,0.0,0.0
031501090208,0.0,0.0,280000.0,0.0,0.0,0.0,0.0,0.0,0.0
031501080702,0.0,0.0,0.0,0.0,0.0,0.0,360000.0,0.0,0.0
030601060702,0.0,920000.0,600000.0,0.0,0.0,0.0,0.0,0.0,0.0
030502090203,7720000.0,1600000.0,3160000.0,8000000.0,0.0,0.0,0.0,0.0,0.0
030601080204,200000.0,0.0,240000.0,0.0,0.0,0.0,0.0,0.0,0.0
030502070601,760000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030502060302,3280000.0,5600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030701030303,0.0,0.0,0.0,0.0,0.0,0.0,80000.0,0.0,0.0
031300050201,0.0,0.0,0.0,0.0,200000.0,0.0,1360000.0,0.0,0.0
031501080701,600000.0,1560000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030701011601,22280000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030601080206,240000.0,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030701011006,19280000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030601060804,0.0,0.0,88520000.0,0.0,0.0,0.0,0.0,0.0,0.0
030502010703,0.0,120000.0,19000000.0,0.0,0.0,0.0,0.0,0.0,0.0
030502070603,760000.0,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031300050204,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,0.0,0.0
030701011005,0.0,0.0,40000.0,0.0,0.0,0.0,0.0,0.0,0.0
030701030203,0.0,0.0,0.0,0.0,0.0,0.0,17360000.0,0.0,0.0
030601060806,0.0,0.0,59040000.0,0.0,0.0,0.0,0.0,0.0,0.0
030701011502,11960000.0,3320000.0,33480000.0,0.0,0.0,0.0,0.0,0.0,0.0
030502010506,1920000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030502060107,0.0,720000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030502060108,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030701030301,0.0,0.0,0.0,0.0,440000.0,0.0,240000.0,0.0,0.0
030502010706,0.0,80000.0,20280000.0,0.0,0.0,0.0,0.0,0.0,0.0
030701030603,560000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030701011602,2440000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030502010601,160000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031300020307,0.0,0.0,0.0,0.0,0.0,0.0,4080000.0,0.0,0.0
030601060703,0.0,0.0,55120000.0,0.0,0.0,0.0,0.0,0.0,0.0
031300020305,0.0,480000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030502070503,0.0,160000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030502070402,0.0,120000.0,0.0,200000.0,0.0,0.0,0.0,0.0,0.0
030701011409,31560000.0,0.0,240000.0,0.0,0.0,0.0,0.0,0.0,0.0
030502070109,240000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030602010106,0.0,4640000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030601060805,0.0,0.0,58040000.0,0.0,0.0,0.0,0.0,0.0,0.0
030701011105,2680000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
031300050102,0.0,0.0,0.0,0.0,0.0,0.0,840000.0,0.0,0.0
030502010705,0.0,0.0,20880000.0,0.0,0.0,0.0,0.0,0.0,0.0
030701011205,2760000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030701030305,0.0,0.0,0.0,0.0,0.0,0.0,80000.0,0.0,0.0
031300050103,720000.0,40000.0,0.0,0.0,0.0,0.0,400000.0,0.0,0.0
030502070502,0.0,520000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030502010401,0.0,2080000.0,50800000.0,7760000.0,0.0,0.0,0.0,0.0,0.0
030701030802,0.0,0.0,0.0,0.0,0.0,80000.0,160000.0,0.0,0.0
030502010305,0.0,1520000.0,19960000.0,0.0,0.0,0.0,0.0,0.0,0.0
030502070104,0.0,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030602010105,0.0,1360000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
030502090205,0.0,0.0,2080000.0,0.0,0.0,0.0,0.0,0.0,0.0
