HUC12,VALUE_0,VALUE_1,VALUE_2,VALUE_3,VALUE_4,VALUE_5,VALUE_6,VALUE_7
031300070803,7600000.0,12200000.0,32000000.0,12960000.0,9480000.0,1320000.0,320000.0,0.0
031300030903,7320000.0,1640000.0,5160000.0,6680000.0,26640000.0,15840000.0,9720000.0,880000.0
031300031103,3880000.0,0.0,1160000.0,3200000.0,51480000.0,39400000.0,28680000.0,2440000.0
031300031102,2520000.0,0.0,160000.0,720000.0,22080000.0,34440000.0,59640000.0,9160000.0
031300070901,6160000.0,11160000.0,22200000.0,11680000.0,15040000.0,560000.0,40000.0,0.0
030701040603,23720000.0,960000.0,41680000.0,46200000.0,77880000.0,17560000.0,17560000.0,5000000.0
031300030704,5600000.0,160000.0,5480000.0,5920000.0,17160000.0,8080000.0,15560000.0,9120000.0
031102020103,9400000.0,1000000.0,23000000.0,15000000.0,8280000.0,40000.0,0.0,0.0
030701060302,6800000.0,40000.0,4720000.0,7840000.0,20600000.0,10200000.0,9840000.0,3640000.0
031102020102,9480000.0,1000000.0,30440000.0,26360000.0,20080000.0,640000.0,0.0,0.0
031300060605,10920000.0,440000.0,17440000.0,19200000.0,23920000.0,2640000.0,280000.0,0.0
031300060601,6400000.0,8080000.0,20160000.0,14840000.0,26000000.0,5800000.0,1640000.0,0.0
030701060203,20160000.0,1240000.0,27440000.0,36760000.0,38080000.0,11840000.0,7920000.0,160000.0
031300060405,3680000.0,3600000.0,12680000.0,8640000.0,11720000.0,2800000.0,1000000.0,0.0
031300031003,5120000.0,240000.0,6880000.0,14920000.0,56320000.0,20280000.0,12920000.0,1960000.0
030701040806,17240000.0,1080000.0,12400000.0,27640000.0,97720000.0,25320000.0,13840000.0,2400000.0
031300060407,4160000.0,2360000.0,12880000.0,10440000.0,15520000.0,3520000.0,1400000.0,0.0
031300060602,7120000.0,2680000.0,19080000.0,17960000.0,17560000.0,2160000.0,320000.0,0.0
031300070801,28160000.0,12000000.0,19680000.0,14080000.0,26800000.0,4200000.0,1360000.0,0.0
030701040702,11360000.0,400000.0,8480000.0,20320000.0,69120000.0,23320000.0,14480000.0,1040000.0
030701040703,10360000.0,200000.0,6200000.0,16440000.0,49120000.0,17800000.0,19880000.0,4280000.0
031300030701,4840000.0,0.0,640000.0,1360000.0,7840000.0,12120000.0,22120000.0,26120000.0
031102020101,14680000.0,1200000.0,39840000.0,30520000.0,20360000.0,400000.0,0.0,0.0
030701060204,10920000.0,80000.0,6560000.0,19120000.0,43440000.0,13680000.0,11840000.0,2400000.0
031300070201,8920000.0,120000.0,2760000.0,12360000.0,40600000.0,8240000.0,3360000.0,0.0
030701060301,7240000.0,720000.0,4800000.0,10280000.0,42920000.0,13640000.0,22720000.0,11760000.0
031300060603,5240000.0,80000.0,5440000.0,17760000.0,25080000.0,840000.0,0.0,0.0
031300070302,6960000.0,3760000.0,9680000.0,10680000.0,52080000.0,9680000.0,1480000.0,0.0
031300060404,3080000.0,3720000.0,9680000.0,4360000.0,13160000.0,5040000.0,1320000.0,0.0
031300030804,5240000.0,0.0,600000.0,1080000.0,22360000.0,23520000.0,26200000.0,5720000.0
030701060404,5520000.0,0.0,5640000.0,15960000.0,38720000.0,1240000.0,320000.0,0.0
031300060604,24240000.0,3920000.0,28240000.0,20640000.0,14280000.0,240000.0,40000.0,0.0
031300030705,11200000.0,680000.0,13920000.0,15360000.0,46440000.0,10960000.0,4880000.0,400000.0
030701040601,15880000.0,1520000.0,19240000.0,22760000.0,74720000.0,33320000.0,22880000.0,6880000.0
030701060405,45480000.0,3320000.0,60000000.0,76320000.0,162280000.0,40840000.0,39240000.0,4600000.0
030701040701,12600000.0,640000.0,15200000.0,20640000.0,56760000.0,14120000.0,5280000.0,160000.0
031300070105,3680000.0,440000.0,1800000.0,5600000.0,26360000.0,6320000.0,1040000.0,0.0
030701060103,10720000.0,360000.0,11160000.0,17000000.0,48160000.0,12240000.0,6640000.0,440000.0
031300030606,6920000.0,600000.0,3640000.0,3080000.0,18760000.0,18120000.0,25080000.0,12440000.0
031300060504,13000000.0,3040000.0,25200000.0,18320000.0,9800000.0,960000.0,320000.0,0.0
031300031101,9040000.0,200000.0,4160000.0,11200000.0,81880000.0,42160000.0,41880000.0,9000000.0
030701040505,7960000.0,1400000.0,21880000.0,19200000.0,32440000.0,3560000.0,1200000.0,0.0
031300031002,4400000.0,40000.0,4400000.0,7840000.0,34000000.0,11160000.0,5520000.0,0.0
031501100701,7560000.0,1520000.0,13720000.0,26120000.0,86560000.0,26640000.0,23200000.0,1400000.0
030701040807,21280000.0,240000.0,7760000.0,15400000.0,55920000.0,23120000.0,14480000.0,2040000.0
031300070202,3240000.0,720000.0,2920000.0,7240000.0,35280000.0,2720000.0,120000.0,0.0
031300060402,2080000.0,880000.0,4480000.0,4600000.0,12880000.0,7160000.0,2680000.0,40000.0
031300030703,7520000.0,40000.0,2360000.0,7000000.0,31840000.0,14680000.0,11600000.0,1880000.0
031300070704,9080000.0,8600000.0,13240000.0,9520000.0,17880000.0,1400000.0,40000.0,0.0
030701050403,8320000.0,120000.0,2000000.0,8400000.0,36560000.0,16600000.0,27040000.0,7320000.0
031300030702,3880000.0,0.0,360000.0,3080000.0,17600000.0,11560000.0,11880000.0,8560000.0
031300070203,6680000.0,0.0,1840000.0,8840000.0,48520000.0,13160000.0,1200000.0,0.0
031300060507,7040000.0,1880000.0,11440000.0,8800000.0,17760000.0,8160000.0,6080000.0,80000.0
030701040504,14320000.0,3160000.0,26240000.0,33560000.0,74760000.0,21720000.0,14200000.0,1400000.0
031300070705,8200000.0,1520000.0,6400000.0,8520000.0,41520000.0,16800000.0,6840000.0,160000.0
031501100501,7600000.0,0.0,1080000.0,5280000.0,62000000.0,46360000.0,37480000.0,2120000.0
030701050402,9560000.0,80000.0,13760000.0,22320000.0,49120000.0,5600000.0,1000000.0,0.0
030701060101,7720000.0,320000.0,8520000.0,13760000.0,33440000.0,10960000.0,9160000.0,400000.0
030701021404,2320000.0,360000.0,4080000.0,5280000.0,10840000.0,4720000.0,4160000.0,160000.0
030602030504,13680000.0,3240000.0,11760000.0,17920000.0,43920000.0,9080000.0,3480000.0,40000.0
031300060403,4640000.0,1080000.0,11440000.0,10840000.0,32360000.0,11400000.0,10080000.0,800000.0
031300060401,640000.0,80000.0,920000.0,1080000.0,9400000.0,5720000.0,5120000.0,720000.0
031300060106,11640000.0,5880000.0,11920000.0,9040000.0,36440000.0,20720000.0,8040000.0,640000.0
030602030505,7800000.0,0.0,280000.0,5720000.0,48840000.0,12880000.0,2240000.0,0.0
031300060505,12560000.0,8000000.0,24560000.0,14520000.0,10880000.0,960000.0,600000.0,0.0
031300030604,5280000.0,0.0,40000.0,1480000.0,24480000.0,22760000.0,11280000.0,760000.0
031300030605,9240000.0,1160000.0,7000000.0,10960000.0,39120000.0,19120000.0,9360000.0,120000.0
031300070104,4240000.0,0.0,400000.0,3520000.0,45080000.0,13680000.0,7480000.0,880000.0
031300030803,7160000.0,1040000.0,13160000.0,22960000.0,43720000.0,14840000.0,7520000.0,1080000.0
031300070702,4600000.0,240000.0,1720000.0,3280000.0,38000000.0,15200000.0,2920000.0,0.0
031300031001,8920000.0,40000.0,11880000.0,20680000.0,78200000.0,20320000.0,7080000.0,0.0
031300030802,7720000.0,160000.0,8480000.0,26200000.0,59800000.0,12520000.0,7720000.0,120000.0
030701060303,14360000.0,40000.0,9080000.0,23680000.0,52600000.0,18440000.0,9360000.0,680000.0
030701021405,3680000.0,360000.0,5280000.0,9680000.0,27360000.0,5120000.0,3360000.0,40000.0
031300030602,8160000.0,2640000.0,4280000.0,3440000.0,18120000.0,13600000.0,6920000.0,1000000.0
031300030801,2960000.0,200000.0,14000000.0,15240000.0,40560000.0,5960000.0,640000.0,0.0
031300070703,8840000.0,640000.0,5560000.0,9640000.0,43080000.0,9360000.0,2240000.0,0.0
031300060506,7240000.0,1320000.0,12280000.0,18080000.0,19800000.0,3280000.0,560000.0,0.0
030602040301,62520000.0,6240000.0,55040000.0,72880000.0,161600000.0,41880000.0,22280000.0,1120000.0
031300060104,2880000.0,320000.0,1760000.0,3000000.0,13760000.0,10440000.0,760000.0,0.0
031300070103,4000000.0,0.0,0.0,1400000.0,28640000.0,14560000.0,4640000.0,160000.0
030701060201,16360000.0,1920000.0,14280000.0,26120000.0,87280000.0,27720000.0,20320000.0,4360000.0
030701060106,13040000.0,1400000.0,16200000.0,19040000.0,45400000.0,9840000.0,9400000.0,2160000.0
031300030603,9960000.0,0.0,0.0,360000.0,15160000.0,26640000.0,17640000.0,6920000.0
031300060103,6800000.0,1080000.0,2160000.0,5600000.0,34160000.0,6920000.0,960000.0,0.0
031300060503,7520000.0,3960000.0,23920000.0,14120000.0,13120000.0,4000000.0,2800000.0,40000.0
030602030506,45520000.0,560000.0,6160000.0,13200000.0,70280000.0,13360000.0,5360000.0,120000.0
030701060306,27600000.0,9200000.0,24760000.0,26880000.0,46440000.0,13400000.0,16080000.0,2760000.0
030701060202,4160000.0,280000.0,4440000.0,8200000.0,14160000.0,5920000.0,5920000.0,400000.0
031300070106,7640000.0,0.0,480000.0,2760000.0,39240000.0,25960000.0,9840000.0,280000.0
030701040506,11560000.0,0.0,9040000.0,16360000.0,51000000.0,16080000.0,10920000.0,1200000.0
030701040502,22480000.0,11720000.0,42960000.0,42160000.0,68200000.0,14600000.0,5360000.0,120000.0
030701060305,9440000.0,1000000.0,11280000.0,11600000.0,14960000.0,1640000.0,1000000.0,0.0
030602030503,7440000.0,0.0,400000.0,2480000.0,37560000.0,22600000.0,7320000.0,80000.0
031300030504,11960000.0,400000.0,5200000.0,9280000.0,47280000.0,8720000.0,840000.0,0.0
031300070701,6520000.0,120000.0,1920000.0,4960000.0,41920000.0,11200000.0,1920000.0,0.0
030602040201,46440000.0,320000.0,19440000.0,48920000.0,145960000.0,46840000.0,26840000.0,1640000.0
031300060105,5560000.0,440000.0,3600000.0,3280000.0,26960000.0,15960000.0,6000000.0,560000.0
030701040507,21880000.0,200000.0,14440000.0,30640000.0,113960000.0,35160000.0,23120000.0,2800000.0
030701050203,25400000.0,200000.0,6680000.0,24320000.0,78360000.0,30880000.0,26200000.0,4560000.0
031300070102,4400000.0,0.0,2760000.0,13320000.0,36880000.0,3200000.0,1040000.0,0.0
031300060304,5840000.0,5920000.0,14440000.0,7240000.0,14320000.0,3840000.0,7880000.0,1040000.0
031300060206,2320000.0,40000.0,760000.0,1080000.0,13200000.0,14160000.0,2320000.0,0.0
031300060502,8560000.0,560000.0,4720000.0,9600000.0,31600000.0,5520000.0,4800000.0,240000.0
031501100304,4680000.0,440000.0,4120000.0,6360000.0,33000000.0,32200000.0,47480000.0,4320000.0
030701021403,8000000.0,720000.0,5240000.0,12240000.0,45200000.0,15800000.0,12640000.0,1600000.0
031300030601,12440000.0,400000.0,1560000.0,3280000.0,25720000.0,24160000.0,15640000.0,400000.0
030701040404,20200000.0,11680000.0,34640000.0,27600000.0,39800000.0,7560000.0,2920000.0,0.0
030701060105,10240000.0,880000.0,12280000.0,14000000.0,33640000.0,10960000.0,13760000.0,4480000.0
030701060102,13360000.0,800000.0,10920000.0,19400000.0,50200000.0,16120000.0,6400000.0,0.0
030701070506,25440000.0,9120000.0,28880000.0,26080000.0,42640000.0,16160000.0,15600000.0,2560000.0
030602030507,14640000.0,120000.0,1480000.0,4440000.0,51800000.0,16560000.0,9320000.0,840000.0
031300060211,4840000.0,1480000.0,5600000.0,6320000.0,14360000.0,1360000.0,560000.0,0.0
030701040501,18120000.0,5280000.0,20440000.0,19960000.0,63920000.0,22400000.0,15480000.0,360000.0
031300030306,12960000.0,0.0,40000.0,1720000.0,16960000.0,31640000.0,30160000.0,2720000.0
030701060304,14280000.0,12280000.0,36000000.0,14680000.0,20920000.0,6040000.0,3560000.0,160000.0
030701040403,15640000.0,3760000.0,24360000.0,19120000.0,28880000.0,6000000.0,4920000.0,400000.0
031300060107,10600000.0,7280000.0,12560000.0,8040000.0,21200000.0,10360000.0,9600000.0,920000.0
030701050401,19160000.0,880000.0,13760000.0,20480000.0,50720000.0,14040000.0,8840000.0,1000000.0
031300060205,5360000.0,0.0,240000.0,3480000.0,35880000.0,11480000.0,2800000.0,240000.0
030602030502,10560000.0,0.0,2160000.0,3080000.0,45400000.0,14960000.0,5480000.0,0.0
030602030603,6760000.0,160000.0,920000.0,1560000.0,9360000.0,17000000.0,27640000.0,3000000.0
031300030307,16080000.0,0.0,520000.0,1520000.0,21040000.0,20280000.0,14560000.0,920000.0
031300060209,6120000.0,200000.0,800000.0,2520000.0,36360000.0,17640000.0,9440000.0,80000.0
031300030503,7000000.0,0.0,3160000.0,10040000.0,42360000.0,10680000.0,7240000.0,560000.0
031300060501,10000000.0,3480000.0,16680000.0,14200000.0,25040000.0,3920000.0,920000.0,0.0
031300060207,5240000.0,80000.0,280000.0,1600000.0,28040000.0,22440000.0,6880000.0,0.0
031300070101,7400000.0,0.0,800000.0,7560000.0,57800000.0,10840000.0,2520000.0,0.0
030701050202,17000000.0,1120000.0,17720000.0,32200000.0,75640000.0,24080000.0,24720000.0,8800000.0
031300060212,4040000.0,80000.0,2800000.0,2320000.0,11440000.0,3840000.0,3000000.0,320000.0
031300060208,7120000.0,0.0,800000.0,1960000.0,27760000.0,36520000.0,9320000.0,480000.0
031501100303,5720000.0,360000.0,10800000.0,16080000.0,39640000.0,26000000.0,30560000.0,1000000.0
031300030106,22600000.0,2040000.0,6560000.0,8160000.0,28360000.0,7360000.0,4080000.0,560000.0
031300060210,3640000.0,0.0,200000.0,1840000.0,21040000.0,9280000.0,1200000.0,0.0
030701021402,2880000.0,0.0,880000.0,5280000.0,20160000.0,8680000.0,3880000.0,160000.0
030701070501,12040000.0,3200000.0,6400000.0,9120000.0,31760000.0,11160000.0,8320000.0,2520000.0
030701021401,8160000.0,40000.0,2400000.0,5000000.0,34160000.0,15960000.0,17920000.0,3200000.0
031300060302,6120000.0,4120000.0,10120000.0,5920000.0,25760000.0,7600000.0,2520000.0,2320000.0
031300030105,13880000.0,1920000.0,4240000.0,4600000.0,6800000.0,1440000.0,440000.0,0.0
030602030501,11640000.0,1680000.0,9360000.0,9680000.0,45440000.0,6680000.0,1680000.0,0.0
031300060204,3400000.0,0.0,40000.0,800000.0,22560000.0,12240000.0,5840000.0,80000.0
030602040602,10280000.0,840000.0,4880000.0,1400000.0,6360000.0,4280000.0,3240000.0,440000.0
031300060203,4600000.0,0.0,1360000.0,5160000.0,31760000.0,5600000.0,680000.0,0.0
030701040405,10760000.0,3640000.0,10640000.0,11400000.0,26760000.0,15840000.0,20440000.0,1960000.0
030602030606,11320000.0,0.0,2240000.0,7320000.0,61360000.0,29440000.0,27000000.0,1920000.0
030701060104,16720000.0,80000.0,2200000.0,13600000.0,68720000.0,29240000.0,25120000.0,920000.0
031300030308,33400000.0,720000.0,2440000.0,4840000.0,26560000.0,8760000.0,4080000.0,160000.0
030701040503,12560000.0,2240000.0,22800000.0,21800000.0,51880000.0,8240000.0,4640000.0,280000.0
030602030605,7480000.0,0.0,840000.0,4280000.0,31160000.0,16400000.0,10520000.0,680000.0
031300060303,7000000.0,22720000.0,17200000.0,5080000.0,4960000.0,960000.0,1440000.0,400000.0
030701050201,25200000.0,600000.0,19680000.0,24600000.0,67240000.0,27120000.0,20760000.0,5000000.0
030602030308,14000000.0,6120000.0,24720000.0,11240000.0,23040000.0,4760000.0,2000000.0,0.0
031300030502,13320000.0,880000.0,26240000.0,31840000.0,80240000.0,18320000.0,11400000.0,1320000.0
030701070504,17400000.0,1400000.0,16280000.0,23000000.0,44240000.0,14280000.0,14440000.0,1040000.0
030602030309,11520000.0,800000.0,5040000.0,7080000.0,16720000.0,4760000.0,3240000.0,120000.0
030701070505,16280000.0,5280000.0,17480000.0,14280000.0,39920000.0,13560000.0,5760000.0,40000.0
030701040402,21240000.0,2760000.0,18440000.0,18760000.0,40800000.0,16760000.0,19680000.0,3640000.0
031300060202,5800000.0,0.0,360000.0,2760000.0,36720000.0,10160000.0,1520000.0,0.0
031300030305,10160000.0,0.0,120000.0,480000.0,20160000.0,25360000.0,9200000.0,1360000.0
030602030602,9160000.0,0.0,960000.0,5360000.0,36400000.0,13760000.0,6640000.0,0.0
031300030501,11360000.0,520000.0,12440000.0,19600000.0,65360000.0,26120000.0,23720000.0,2000000.0
030602030310,17600000.0,480000.0,11960000.0,5000000.0,26480000.0,9280000.0,6000000.0,0.0
030701021304,4680000.0,0.0,560000.0,2400000.0,17400000.0,12520000.0,8280000.0,0.0
030701070503,25320000.0,280000.0,8840000.0,11880000.0,35080000.0,10560000.0,3920000.0,0.0
031300030302,11040000.0,0.0,0.0,160000.0,5440000.0,19680000.0,78520000.0,2760000.0
030701040401,22560000.0,800000.0,17520000.0,25600000.0,35440000.0,4520000.0,1800000.0,120000.0
030701050304,7960000.0,80000.0,7280000.0,11880000.0,41320000.0,18160000.0,15200000.0,1680000.0
030701050302,5760000.0,560000.0,13680000.0,14360000.0,31400000.0,12160000.0,6040000.0,40000.0
030701021306,9440000.0,0.0,3000000.0,16880000.0,36920000.0,15560000.0,13120000.0,1960000.0
031300030104,22080000.0,1400000.0,1720000.0,480000.0,560000.0,40000.0,0.0,0.0
031300051505,10880000.0,40000.0,1320000.0,7320000.0,62760000.0,32960000.0,7240000.0,80000.0
031300030301,8360000.0,0.0,320000.0,880000.0,27600000.0,24160000.0,19000000.0,600000.0
031300060301,6160000.0,4520000.0,9440000.0,9600000.0,25160000.0,5160000.0,520000.0,0.0
030602030604,7600000.0,40000.0,1400000.0,8240000.0,43680000.0,11000000.0,3040000.0,0.0
030602040601,19720000.0,600000.0,920000.0,920000.0,4720000.0,6480000.0,3520000.0,400000.0
031300030101,38640000.0,6200000.0,11880000.0,4040000.0,2640000.0,0.0,0.0,0.0
031300051604,7320000.0,2400000.0,13960000.0,9640000.0,20000000.0,9000000.0,9000000.0,3080000.0
030602030601,10120000.0,640000.0,4600000.0,8320000.0,44080000.0,16840000.0,13680000.0,1280000.0
031300060101,9480000.0,4200000.0,5000000.0,5720000.0,20320000.0,9760000.0,9560000.0,1720000.0
031300030208,5200000.0,0.0,0.0,40000.0,2680000.0,9120000.0,19920000.0,1120000.0
030701021301,5560000.0,0.0,560000.0,4480000.0,20000000.0,8960000.0,12800000.0,5440000.0
030701021303,2960000.0,0.0,2360000.0,7440000.0,16720000.0,5320000.0,1960000.0,0.0
030602020605,11800000.0,200000.0,3400000.0,7200000.0,37680000.0,21920000.0,15080000.0,920000.0
031501100401,20440000.0,2360000.0,24200000.0,26360000.0,82360000.0,5400000.0,520000.0,40000.0
031300030403,34240000.0,2120000.0,18280000.0,16840000.0,60800000.0,12280000.0,3600000.0,0.0
030701040303,18640000.0,4160000.0,30320000.0,24560000.0,54000000.0,11960000.0,5840000.0,80000.0
030701070502,16280000.0,1960000.0,10040000.0,12800000.0,27320000.0,8480000.0,5440000.0,120000.0
031300051504,6480000.0,400000.0,2400000.0,5960000.0,52200000.0,14560000.0,1120000.0,0.0
031300051507,8960000.0,40000.0,1800000.0,4400000.0,40800000.0,17040000.0,13640000.0,0.0
031300060102,6040000.0,2000000.0,10480000.0,7360000.0,16120000.0,11840000.0,6160000.0,0.0
030701040301,27000000.0,3880000.0,14600000.0,18520000.0,45920000.0,20680000.0,30920000.0,4640000.0
030602030307,16000000.0,880000.0,7720000.0,11880000.0,33400000.0,10120000.0,6800000.0,480000.0
030701070404,26480000.0,1440000.0,20320000.0,24800000.0,52000000.0,15080000.0,4520000.0,80000.0
030701040203,15640000.0,7280000.0,10720000.0,10480000.0,23360000.0,6680000.0,6120000.0,80000.0
031300030402,10080000.0,0.0,5600000.0,15680000.0,64400000.0,8240000.0,6280000.0,2120000.0
030602020507,12840000.0,360000.0,16720000.0,17760000.0,21240000.0,3160000.0,1560000.0,0.0
030701040302,13200000.0,1120000.0,9040000.0,7840000.0,25320000.0,9600000.0,8040000.0,80000.0
031300051503,7200000.0,40000.0,1480000.0,3120000.0,28160000.0,22640000.0,7440000.0,0.0
031300030103,95440000.0,4880000.0,6240000.0,1720000.0,480000.0,80000.0,0.0,0.0
031501100301,63960000.0,7400000.0,22400000.0,26320000.0,82880000.0,23040000.0,9560000.0,1200000.0
030701021305,8280000.0,0.0,11480000.0,23160000.0,47400000.0,10800000.0,3400000.0,240000.0
030701050103,11800000.0,1480000.0,16880000.0,22880000.0,55800000.0,19040000.0,11400000.0,1400000.0
030701050301,9680000.0,200000.0,8200000.0,14960000.0,41720000.0,13320000.0,5680000.0,0.0
030701050303,16040000.0,200000.0,9160000.0,21200000.0,72400000.0,19960000.0,6000000.0,0.0
030701021207,4240000.0,120000.0,3120000.0,8920000.0,24120000.0,8960000.0,8640000.0,2640000.0
031300030204,7560000.0,360000.0,1960000.0,3000000.0,13240000.0,15400000.0,26400000.0,1200000.0
031300030401,10160000.0,40000.0,8160000.0,19920000.0,44800000.0,6400000.0,2040000.0,120000.0
031300051603,3840000.0,440000.0,1200000.0,1360000.0,28120000.0,10080000.0,960000.0,0.0
031300030304,13760000.0,40000.0,280000.0,1400000.0,23480000.0,29040000.0,17400000.0,200000.0
031300051502,4920000.0,0.0,840000.0,1760000.0,14400000.0,22880000.0,9440000.0,0.0
031300051506,6400000.0,3240000.0,4840000.0,7200000.0,39640000.0,3640000.0,280000.0,0.0
031300060201,10200000.0,1800000.0,8160000.0,7720000.0,29160000.0,10200000.0,2720000.0,0.0
030602020506,12920000.0,80000.0,11880000.0,26000000.0,30880000.0,960000.0,40000.0,0.0
030701021205,4840000.0,40000.0,8440000.0,12520000.0,25560000.0,1240000.0,280000.0,0.0
030701040207,16120000.0,640000.0,3200000.0,8200000.0,36680000.0,27040000.0,21760000.0,1560000.0
030701021302,6560000.0,0.0,240000.0,2400000.0,24160000.0,17040000.0,9280000.0,1160000.0
030602030305,6960000.0,0.0,1920000.0,6240000.0,23360000.0,9680000.0,4320000.0,200000.0
030602020508,13480000.0,1920000.0,6920000.0,8760000.0,32880000.0,7520000.0,3080000.0,80000.0
030602030410,10600000.0,1160000.0,6920000.0,5720000.0,22800000.0,12600000.0,11440000.0,2920000.0
030701040204,22000000.0,5480000.0,13840000.0,10640000.0,36320000.0,11080000.0,4920000.0,840000.0
030602030306,12640000.0,2200000.0,11360000.0,10280000.0,23320000.0,8360000.0,5160000.0,40000.0
031300021306,29520000.0,1280000.0,4240000.0,7520000.0,31920000.0,11800000.0,14520000.0,6920000.0
031300030102,31080000.0,720000.0,5320000.0,11960000.0,32960000.0,6560000.0,2360000.0,480000.0
031300021301,7120000.0,40000.0,4920000.0,12520000.0,46920000.0,11360000.0,1760000.0,160000.0
030701021202,3760000.0,40000.0,3000000.0,6360000.0,21840000.0,7000000.0,4400000.0,1000000.0
031300021304,16800000.0,240000.0,1960000.0,7240000.0,27120000.0,1800000.0,1040000.0,160000.0
031501100203,5800000.0,0.0,640000.0,2280000.0,32080000.0,34160000.0,33240000.0,8200000.0
030602020503,13600000.0,560000.0,13680000.0,33280000.0,35880000.0,3360000.0,440000.0,0.0
031300051601,5480000.0,3200000.0,6880000.0,4000000.0,16280000.0,12560000.0,18400000.0,7320000.0
031300051602,16400000.0,7000000.0,12520000.0,8400000.0,40680000.0,17400000.0,3960000.0,40000.0
031300030303,7720000.0,40000.0,1560000.0,4240000.0,26560000.0,5320000.0,2400000.0,40000.0
031300051501,12880000.0,240000.0,4440000.0,5640000.0,31880000.0,33720000.0,21560000.0,120000.0
030701021204,3320000.0,400000.0,2840000.0,5600000.0,22720000.0,7240000.0,10600000.0,4080000.0
030701070304,19720000.0,320000.0,10800000.0,17080000.0,63960000.0,26680000.0,35760000.0,10680000.0
031300021302,2880000.0,0.0,2320000.0,6320000.0,8520000.0,1000000.0,3440000.0,2400000.0
030701070405,32320000.0,2080000.0,23600000.0,37480000.0,99600000.0,32320000.0,26800000.0,4280000.0
031300030203,6600000.0,0.0,360000.0,280000.0,4280000.0,12360000.0,39000000.0,1960000.0
030602030408,5080000.0,200000.0,4840000.0,3560000.0,9800000.0,5360000.0,6280000.0,1080000.0
030601100303,2480000.0,0.0,440000.0,280000.0,5040000.0,7280000.0,8240000.0,640000.0
031300021303,4480000.0,0.0,680000.0,3600000.0,9040000.0,3840000.0,6200000.0,7040000.0
031300021105,14080000.0,1440000.0,4400000.0,6320000.0,27560000.0,11320000.0,3280000.0,0.0
030602020502,12600000.0,2880000.0,17920000.0,23080000.0,36120000.0,2320000.0,200000.0,0.0
030602030301,15080000.0,200000.0,8920000.0,9920000.0,26520000.0,12800000.0,17000000.0,5400000.0
030701050102,19080000.0,1440000.0,28240000.0,26840000.0,44320000.0,12720000.0,8560000.0,1160000.0
030701070403,10920000.0,40000.0,4680000.0,11600000.0,36560000.0,20600000.0,15760000.0,200000.0
031300030207,9640000.0,0.0,6240000.0,12120000.0,31200000.0,12800000.0,15400000.0,2800000.0
031300030205,12240000.0,360000.0,5280000.0,6520000.0,24280000.0,19680000.0,16160000.0,1320000.0
030701040105,9240000.0,400000.0,10920000.0,14640000.0,35760000.0,13760000.0,9840000.0,160000.0
030602030409,9480000.0,1120000.0,11480000.0,10480000.0,16760000.0,5600000.0,4760000.0,120000.0
031300021305,14440000.0,0.0,1360000.0,4760000.0,32760000.0,23840000.0,15400000.0,1960000.0
031300030202,5240000.0,0.0,3720000.0,3560000.0,19440000.0,10480000.0,12400000.0,600000.0
030701040202,27440000.0,7520000.0,15560000.0,6280000.0,21760000.0,14240000.0,10560000.0,40000.0
030701021004,7840000.0,520000.0,15760000.0,15800000.0,34800000.0,4560000.0,160000.0,0.0
031300021108,5880000.0,0.0,480000.0,3280000.0,21840000.0,8360000.0,6160000.0,720000.0
031300030201,6040000.0,0.0,80000.0,2000000.0,24080000.0,19800000.0,6480000.0,1360000.0
031300030206,4640000.0,0.0,8240000.0,12520000.0,18680000.0,5920000.0,6040000.0,560000.0
030701040201,31000000.0,10160000.0,26560000.0,16800000.0,42040000.0,20280000.0,24440000.0,1600000.0
030701021201,3840000.0,0.0,1720000.0,4320000.0,22080000.0,4480000.0,4080000.0,1480000.0
030602030302,9240000.0,280000.0,6760000.0,11680000.0,28520000.0,9160000.0,3400000.0,80000.0
030701021104,9600000.0,680000.0,9280000.0,13760000.0,36360000.0,10280000.0,4120000.0,0.0
030602040101,171840000.0,5480000.0,27200000.0,40240000.0,121520000.0,32320000.0,15640000.0,600000.0
031501100202,10720000.0,0.0,1400000.0,8040000.0,46520000.0,31880000.0,23840000.0,560000.0
031501090801,4720000.0,0.0,720000.0,3640000.0,35680000.0,20120000.0,9200000.0,720000.0
030701021006,13520000.0,1000000.0,11600000.0,18080000.0,54520000.0,13080000.0,4880000.0,120000.0
030602020604,20160000.0,840000.0,9960000.0,20800000.0,47080000.0,16320000.0,10920000.0,360000.0
030701021105,9640000.0,280000.0,4200000.0,10640000.0,35880000.0,14120000.0,13400000.0,680000.0
030601100202,8680000.0,40000.0,2360000.0,4040000.0,23880000.0,17240000.0,20480000.0,3280000.0
031300051404,5480000.0,80000.0,1400000.0,880000.0,7120000.0,14000000.0,15920000.0,120000.0
031501100201,53000000.0,3840000.0,12720000.0,20680000.0,68640000.0,19480000.0,6080000.0,320000.0
031300051402,6400000.0,160000.0,2840000.0,4480000.0,13760000.0,21800000.0,28880000.0,1000000.0
030701040107,23480000.0,760000.0,4440000.0,8640000.0,47160000.0,31560000.0,47840000.0,6480000.0
031300021206,14600000.0,40000.0,10480000.0,18640000.0,54440000.0,14840000.0,5640000.0,0.0
031300021106,16240000.0,840000.0,17840000.0,23200000.0,58520000.0,8200000.0,4160000.0,160000.0
031300051401,4840000.0,0.0,0.0,200000.0,10480000.0,20560000.0,21120000.0,800000.0
